Date;High;Low;Open;Close;Volume;Adj Close;High_lastDay;Low_lastDay;Open_lastDay;Close_lastDay;Volume_lastDay;Adj Close_lastDay
37725;885,2600098;868,2999878;868,2999878;885,2299805;1131000000;885,2299805;883,3400269;865,9199829;871,5800171;868,2999878;1141600000;868,2999878
37726;891,2700195;881,8499756;885,2299805;890,8099976;1460200000;890,8099976;885,2600098;868,2999878;868,2999878;885,2299805;1131000000;885,2299805
37727;896,7700195;877,9299927;890,8099976;879,9099731;1587600000;879,9099731;891,2700195;881,8499756;885,2299805;890,8099976;1460200000;890,8099976
37728;893,8300171;879,2000122;879,9099731;893,5800171;1430600000;893,5800171;896,7700195;877,9299927;890,8099976;879,9099731;1587600000;879,9099731
37732;898,0100098;888,1699829;893,5800171;892,0100098;1118700000;892,0100098;893,8300171;879,2000122;879,9099731;893,5800171;1430600000;893,5800171
37733;911,7399902;886,7000122;892,0100098;911,3699951;1631200000;911,3699951;898,0100098;888,1699829;893,5800171;892,0100098;1118700000;892,0100098
37734;919,7399902;909,8900146;911,3699951;919,0200195;1667200000;919,0200195;911,7399902;886,7000122;892,0100098;911,3699951;1631200000;911,3699951
37735;919,0200195;906,6900024;919,0200195;911,4299927;1648100000;911,4299927;919,7399902;909,8900146;911,3699951;919,0200195;1667200000;919,0200195
37736;911,4299927;897,5200195;911,4299927;898,8099976;1335800000;898,8099976;919,0200195;906,6900024;919,0200195;911,4299927;1648100000;911,4299927
37739;918,1500244;898,8099976;898,8099976;914,8400269;1273000000;914,8400269;911,4299927;897,5200195;911,4299927;898,8099976;1335800000;898,8099976
37740;924,2399902;911,0999756;914,8400269;917,8400269;1525600000;917,8400269;918,1500244;898,8099976;898,8099976;914,8400269;1273000000;914,8400269
37741;922,0100098;911,7000122;917,8400269;916,9199829;1788510000;916,9199829;924,2399902;911,0999756;914,8400269;917,8400269;1525600000;917,8400269
37742;919,6799927;902,8300171;916,9199829;916,2999878;1397500000;916,2999878;922,0100098;911,7000122;917,8400269;916,9199829;1788510000;916,9199829
37743;930,5599976;912,3499756;916,2999878;930,0800171;1554300000;930,0800171;919,6799927;902,8300171;916,9199829;916,2999878;1397500000;916,2999878
37746;933,8800049;924,5499878;930,0800171;926,5499878;1446300000;926,5499878;930,5599976;912,3499756;916,2999878;930,0800171;1554300000;930,0800171
37747;939,6099854;926,3800049;926,5499878;934,3900146;1649600000;934,3900146;933,8800049;924,5499878;930,0800171;926,5499878;1446300000;926,5499878
37748;937,2199707;926,4099731;934,3900146;929,6199951;1531900000;929,6199951;939,6099854;926,3800049;926,5499878;934,3900146;1649600000;934,3900146
37749;929,6199951;919,7199707;929,6199951;920,2700195;1379600000;920,2700195;937,2199707;926,4099731;934,3900146;929,6199951;1531900000;929,6199951
37750;933,7700195;920,2700195;920,2700195;933,4099731;1326100000;933,4099731;929,6199951;919,7199707;929,6199951;920,2700195;1379600000;920,2700195
37753;946,8400269;929,2999878;933,4099731;945,1099854;1378800000;945,1099854;933,7700195;920,2700195;920,2700195;933,4099731;1326100000;933,4099731
37754;947,5100098;938,9099731;945,1099854;942,2999878;1418100000;942,2999878;946,8400269;929,2999878;933,4099731;945,1099854;1378800000;945,1099854
37755;947,289978;935,2399902;942,2999878;939,2800293;1401800000;939,2800293;947,5100098;938,9099731;945,1099854;942,2999878;1418100000;942,2999878
37756;948,2299805;938,789978;939,2800293;946,6699829;1508700000;946,6699829;947,289978;935,2399902;942,2999878;939,2800293;1401800000;939,2800293
37757;948,6500244;938,5999756;946,6699829;944,2999878;1505500000;944,2999878;948,2299805;938,789978;939,2800293;946,6699829;1508700000;946,6699829
37760;944,2999878;920,2299805;944,2999878;920,7700195;1375700000;920,7700195;948,6500244;938,5999756;946,6699829;944,2999878;1505500000;944,2999878
37761;925,3400269;912,0499878;920,7700195;919,7299805;1505300000;919,7299805;944,2999878;920,2299805;944,2999878;920,7700195;1375700000;920,7700195
